user_id	label
231597325	0
2190420108	0
548007350	1
113526237	0
716664192	0
732203043412946944	1
69628745	0
745696207608111104	0
193109777	0
3125373419	0
3180796201	1
562644486	0
3041151908	0
4315359853	0
1954309514	1
2841912582	0
2444507647	0
21035662	0
38050876	0
150923186	1
215090206	0
897354042	0
262223965	0
41800301	0
41551028	0
1964463866	0
720366349202104320	0
99453848	0
726404565860392961	0
14062664	0
533692270	0
2831586907	0
762913633	0
2725749255	0
393902394	0
627030254	0
2446265132	0
158921667	0
487381324	0
706717110022504448	0
836560944	0
2761236985	0
2655092398	0
2851818728	1
801539671	0
1140981482	0
4753735634	0
328311534	0
379968565	0
2387044062	0
4135943603	0
709409022173032448	0
3125349737	0
26944835	0
786495164	0
574690173	0
192562771	0
542573576	0
2694559777	0
1972932108	0
2475063375	0
2186612471	0
454412523	0
153105742	0
712766409982365696	0
3054191304	0
740943093789302784	1
2957427955	1
60692205	0
919599236	1
730772376124833792	1
3306509509	1
56327070	0
4416754535	0
276378122	0
20140814	0
2649297649	0
702702589435994114	1
2594410082	0
3321091358	0
366259953	1
376979456	0
872541607	0
1164487807	1
2750262573	0
3318082477	0
1562732749	0
698725773939593216	1
203899834	0
295207871	0
2728766298	1
1416253406	0
543570524	0
2343014449	0
2770628153	0
325907555	0
2423671796	0
294201743	0
246176887	0
2795020419	0
490187215	0
239946976	0
84044102	0
330195429	0
562555956	0
3232944321	0
2243867573	0
38047165	0
2677327163	0
2278026355	0
87392348	0
4046915963	1
2371676476	0
737666931126337536	0
207513551	0
75485100	0
2807702088	0
3292145296	0
2944268672	0
51698677	0
439321005	0
2853741102	1
82971065	0
2151071596	0
73764537	0
527885103	0
3406795714	1
106347096	0
2148511336	0
159152889	1
851075978	0
1728573608	0
119165475	0
465880036	0
144680212	0
712732447599947778	1
414058441	0
91645192	0
42722903	0
3882013042	0
744954432471834625	1
4915864023	0
745101972127129601	0
3220333260	0
3274925563	1
4593281727	1
37784870	0
2792132568	0
2739741239	1
1723273536	0
106615621	0
4855782504	0
18479079	0
704129061891805185	1
444230646	0
1059441517	0
3062896494	0
199926387	0
1385644158	1
1090382480	0
4840636426	0
69899623	0
307774579	0
231183475	0
2925806962	0
474909073	0
958977768	0
4054306877	0
45180269	0
1334328830	0
978503490	0
262581139	0
99728412	0
2647531357	0
283043404	0
3340918523	0
2387835182	0
617497910	0
1284092839	0
252550006	0
252401833	0
266943099	0
130402972	0
1556406752	0
3977975773	0
2523763788	0
609177880	0
3011786738	0
2486965772	1
4865182661	1
271380614	0
2823097180	0
513679089	1
92717027	0
708220170729291776	1
736396069261742080	0
543872832	0
1583384238	0
3608176643	1
2287258728	1
320634832	0
395289872	0
21065949	0
199002720	0
741352014181847041	1
314385760	0
3058155888	0
3366840765	0
161039303	0
3045744537	0
2977963002	0
3946882271	0
584227415	0
22747266	0
1624932102	1
727924787075547136	1
745591734214635520	0
1016653513	0
731348333772439552	0
4883492757	0
4056952648	0
179659591	0
46702231	0
719653285095976960	1
4263764172	0
14729637	0
723994977110466561	0
3745793956	1
707313966586929153	0
373662660	0
1411711537	0
920083518	0
2572245943	0
2455943724	0
704641191594369024	1
706272234244018177	0
56309521	1
3787305252	0
2510265427	0
2577332516	0
336166853	0
3317867965	0
534094315	0
1161842508	0
2748241988	0
3410100249	0
256952349	1
726407981953327104	1
59258504	0
3191320373	1
263012503	0
22591155	0
79961304	0
1654531615	0
1580455592	0
385031345	0
49480998	0
23737804	0
4895869058	0
600991898	0
33402611	0
729964414653345793	0
302766003	0
40205778	0
4339165661	0
139875050	0
704920060717113344	0
15409974	0
614041151	1
195383427	1
803828059	1
4779468079	1
2656361732	0
3321037849	0
480321765	0
143686050	0
4132315941	1
3241365831	0
751462410	0
723363935332622336	0
54688627	0
1723135512	0
3191795978	0
129616902	0
3010048305	0
3249851452	0
23031901	0
223482081	0
3314053625	0
2532242793	0
209693045	1
1135798928	0
3422226380	0
71817854	0
588753363	1
115429723	0
53640749	0
89112872	0
1904488080	0
481288295	0
718261901482967041	0
286355789	0
2175502202	0
2795328361	0
382010074	0
346244155	0
907555494	0
1623092274	0
4685055559	1
2252145272	0
3257714539	0
76471537	0
3180534026	0
945631952	0
3237227022	0
733768389936709632	1
738627693449641985	1
598364033	0
4866665489	1
7207612	1
493416242	0
1139192708	0
2507835944	0
294965479	1
39908700	0
94854323	0
473090419	0
2920405388	0
27338874	0
4216636573	1
257569779	0
730692228729950209	0
2894056415	0
166584954	0
735855813449940992	1
798286	0
148573819	0
2607814990	0
2497561406	0
458447626	0
737101418130214913	0
535126264	0
2690386459	0
621847864	1
1108344044	0
724390182393417731	0
148729805	0
551639927	0
469666415	0
4515610546	1
19364602	0
3928750577	0
3955275321	0
279207613	0
96750241	0
51943869	0
2723287388	0
3245178330	0
740972559470989312	1
3198962569	0
3022333701	0
42354277	0
2353438092	1
4615975653	0
723708130765365248	1
1818351	0
729349583688503297	0
319659495	0
3404885639	1
129672248	0
722069496685420545	0
3335709279	1
3344733874	1
1368291252	1
2809141041	0
41193236	0
952220568	0
2773869292	0
1640919584	0
3199955861	1
56410332	0
2590302661	1
293898850	1
273447617	0
740231136513757184	1
412793809	0
4920354012	1
3124111163	0
19923717	0
1679355704	0
739930333555101700	0
239623754	0
189035352	0
3304102895	0
721990317906337792	0
1531826738	0
2604794882	0
719524030936662016	0
24685996	0
357928749	0
733415053987328000	0
118053154	0
3352764254	0
630395869	0
587927064	0
1072936848	0
3033751832	0
2423109639	0
3680214137	0
80266265	0
2536217307	0
695024088335654912	0
102480606	0
4586440335	0
1202097918	0
2875882289	0
3257826416	0
2994444684	0
2952991943	1
34681870	0
1120502052	0
701901762073067520	1
600781884	1
242039893	0
2189191635	0
91895951	0
2586757254	0
17011685	0
105892894	0
916922227	0
573103966	0
2432054127	0
2228531148	0
120266787	0
725897044578066433	0
357261178	1
2249492694	1
247774724	0
903463196	0
15858785	0
237773327	0
2324004703	0
15121613	0
231355707	0
483429828	0
3580543396	0
3851309413	1
475132729	0
279279553	1
703561189	0
483528783	0
3466797741	0
2441544415	0
706628107030142977	1
839963329	1
268159953	0
2937706415	0
213285552	0
2238449780	0
14205300	1
10940132	0
740203498063593473	0
2426960802	0
38190394	0
4876258667	0
232346439	0
116708862	0
724891791812624384	0
146112287	0
1382583571	0
253508642	0
2694857660	0
65701078	0
422357054	0
1897475294	0
207330472	0
704710746165354496	0
457164726	0
1398305000	0
1884886315	0
